"table_schema","table_name","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","datetime_precision"
"raw","budgets","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","budgets","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","contact_groups","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","contact_groups","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","contact_groups","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","contact_groups","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","contact_groups","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","contacts","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","contacts","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","contacts","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","contacts","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","contacts","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","credit_notes","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","credit_notes","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","credit_notes","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","credit_notes","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","credit_notes","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","currencies","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","currencies","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","currencies","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","currencies","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","currencies","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","employees","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","employees","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","employees","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","employees","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","employees","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","invoice_reminders","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","invoice_reminders","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","invoice_reminders","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","invoice_reminders","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","invoice_reminders","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","invoices","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","invoices","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","invoices","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","invoices","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","invoices","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","items","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","items","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","items","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","items","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","items","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","journals","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","journals","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","journals","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","journals","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","journals","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","linked_transactions","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","linked_transactions","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","linked_transactions","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","linked_transactions","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","linked_transactions","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","load_runs","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","load_runs","endpoint",2,"NO","text",NULL,NULL,NULL,NULL
"raw","load_runs","started_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","load_runs","finished_at",4,"YES","timestamp without time zone",NULL,NULL,NULL,6
"raw","load_runs","status",5,"NO","text",NULL,NULL,NULL,NULL
"raw","load_runs","error_message",6,"YES","text",NULL,NULL,NULL,NULL
"raw","manual_journals","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","manual_journals","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","manual_journals","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","manual_journals","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","manual_journals","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","organisation","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","organisation","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","organisation","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","organisation","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","organisation","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","overpayments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","overpayments","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","overpayments","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","overpayments","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","overpayments","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","payment_services","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","payment_services","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","payment_services","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","payment_services","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","payment_services","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","payments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","payments","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","payments","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","payments","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","payments","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","prepayments","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","prepayments","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","prepayments","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","prepayments","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","prepayments","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","purchase_orders","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","purchase_orders","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","purchase_orders","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","purchase_orders","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","purchase_orders","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","quotes","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","quotes","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","quotes","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","quotes","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","quotes","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","repeating_invoices","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","repeating_invoices","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","repeating_invoices","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","repeating_invoices","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","repeating_invoices","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","report_balance_sheet","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","report_balance_sheet","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","report_balance_sheet","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","report_balance_sheet","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","report_balance_sheet","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","report_profit_and_loss","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","report_profit_and_loss","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","report_profit_and_loss","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","report_profit_and_loss","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","report_profit_and_loss","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","report_trial_balance","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","report_trial_balance","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","report_trial_balance","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","report_trial_balance","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","report_trial_balance","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","tax_rates","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","tax_rates","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","tax_rates","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","tax_rates","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","tax_rates","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","tracking_categories","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","tracking_categories","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","tracking_categories","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","tracking_categories","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","tracking_categories","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
"raw","users","id",1,"NO","uuid",NULL,NULL,NULL,NULL
"raw","users","page_number",2,"YES","integer",NULL,32,0,NULL
"raw","users","fetched_at",3,"NO","timestamp without time zone",NULL,NULL,NULL,6
"raw","users","processed",4,"NO","boolean",NULL,NULL,NULL,NULL
"raw","users","payload_json",5,"NO","jsonb",NULL,NULL,NULL,NULL
